Month,bitcoin_trend,bitcoin_price,bitcoin_normalized_trend,bitcoin_peak,bitcoin_trough,bitcoin_norm_peak,bitcoin_norm_trough,bitcoin_pct_change_1m,bitcoin_pct_change_3m,bitcoin_pct_change_6m,bitcoin_positive_trend,bitcoin_negative_trend,bitcoin_bull_1m,bitcoin_bear_1m,bitcoin_bull_3m,bitcoin_bear_3m,bitcoin_bull_6m,bitcoin_bear_6m,ethereum_trend,ethereum_price,ethereum_normalized_trend,ethereum_peak,ethereum_trough,ethereum_norm_peak,ethereum_norm_trough,ethereum_pct_change_1m,ethereum_pct_change_3m,ethereum_pct_change_6m,ethereum_positive_trend,ethereum_negative_trend,ethereum_bull_1m,ethereum_bear_1m,ethereum_bull_3m,ethereum_bear_3m,ethereum_bull_6m,ethereum_bear_6m
2020-11,24.0,16599.813720703125,2.2821773229382436,False,False,True,False,35.45020952271065,43.17941139439449,81.89131250413817,True,False,True,False,False,False,False,False,12.0,498.47975158691406,1.994342280037093,False,False,True,False,32.78747113064584,27.078627495528053,130.87358299961915,False,False,True,False,False,False,False,False
2020-12,31.0,23874.97509765625,2.507878741548929,False,False,True,False,43.82676516351274,114.8605754623087,152.801136820434,True,False,True,False,True,False,False,False,15.0,660.0438385009766,2.196010876137907,False,False,True,False,32.411364032284574,65.13496014110174,184.23520421221264,False,False,True,False,False,False,False,False
2021-01,65.0,33194.4658203125,2.9617863157975233,False,False,True,False,39.03455683005559,170.8583015451657,224.93951441563934,True,False,True,False,True,False,False,False,48.0,1059.6472473144531,3.0645975913386803,False,False,True,False,60.54194971670588,182.27400975363932,270.23253329318504,False,False,True,False,True,False,False,False
2021-02,68.0,42241.78662109375,2.140974048398551,True,False,True,False,27.25550954715161,154.47144969109024,264.35072383448573,True,False,True,False,True,False,False,False,52.0,1510.3871154785156,2.221623239623809,False,False,True,False,42.536784699475014,202.99868964991794,285.04657613655036,False,False,True,False,True,False,False,False
2021-03,47.0,52719.3232421875,0.9129416602905629,False,True,False,False,24.803725076963758,120.81414965481088,374.4425526505302,True,False,True,False,True,False,True,False,35.0,1674.9417724609375,1.0101719517153434,False,False,False,True,10.894866309177175,153.76220104787168,319.05010955358534,False,False,True,False,True,False,False,False
2021-04,51.0,57174.830078125,0.9409256418251328,False,False,False,False,8.451373352175494,72.2420550088754,366.5319047435299,True,False,True,False,True,False,True,False,50.0,2350.6287841796875,1.5074417805027547,False,False,True,False,40.34092544757453,121.83125470641949,526.171977546619,False,False,True,False,True,False,True,False
2021-05,66.0,46312.0927734375,1.3562943710753737,True,False,False,False,-18.999159752367266,9.635733897465437,178.99164142834633,True,False,False,True,False,False,False,False,100.0,2896.9007568359375,2.4522456101343537,False,False,True,False,23.239397744671365,91.79856125283163,481.147127363475,False,False,True,False,True,False,True,False
2022-05,36.0,33939.75390625,0.13806202089317043,False,False,False,False,-19.325738698350882,-16.092161154544637,-43.59479577095529,False,True,False,True,False,False,False,False,26.0,2337.568420410156,-1.3142135442433749,False,False,False,True,-24.068739396281526,-16.420872539363607,-47.3072840921941,False,False,False,True,False,False,False,False
2022-06,42.0,25310.79736328125,1.4403429364000202,True,False,True,False,-25.424334445099582,-41.841071788563,-50.64454805893392,False,True,False,True,False,True,False,False,31.0,1467.656280517578,-0.5163589861366831,False,False,True,False,-37.21440332171928,-51.591251594477704,-64.66148190843231,False,False,False,True,False,False,False,False
2022-07,30.0,21674.224609375,-0.770516727679447,False,False,False,False,-14.367673612613563,-48.480708950415895,-47.72897453302555,False,True,False,True,False,True,False,False,25.0,1385.90771484375,-1.2096613422296296,False,False,False,True,-5.570007552790135,-54.981544518795246,-55.366772844656296,False,False,False,True,False,True,False,False
2022-09,21.0,20111.60546875,-1.5803991124930883,False,False,False,True,-8.711060639040802,-20.54139907134571,-53.787729328091736,False,False,False,True,False,False,False,False,27.0,1473.9148864746094,-0.661195498456764,False,False,True,False,-11.816215305459776,0.4264354018111316,-51.38481955370287,False,False,False,True,False,False,False,False
2022-10,17.0,19808.77392578125,-1.6559104350595333,False,False,False,True,-1.5057551891583087,-8.6067701023402,-52.91485588940914,False,False,False,True,False,False,False,False,15.0,1440.6421508789062,-1.7037711704927332,False,False,False,True,-2.2574394153305977,3.949356472218435,-53.20360523355551,False,False,False,True,False,False,False,False
2022-12,19.0,17108.04150390625,-1.1012460324591207,False,False,False,False,-8.40219912508916,-14.934481334723749,-32.408128995868225,False,True,False,True,False,True,False,False,12.0,1249.7731018066406,-1.5676521408972357,False,False,False,True,-10.90243328816003,-15.20724071144185,-14.845654367662942,False,False,False,True,False,True,False,False
2023-04,21.0,28954.64892578125,-0.48656807137597163,False,False,False,False,15.336982704019753,44.54139613604653,46.170828312077326,True,False,True,False,True,False,False,False,15.0,1900.3981628417969,-0.7460687179404422,False,False,True,False,14.129871588458753,34.53399275007416,31.91326948766582,False,False,True,False,True,False,False,False
2023-09,15.0,26330.24951171875,-1.6923950378189343,False,True,False,True,-4.900534020129344,-7.517733398637372,4.883037618930142,False,True,False,True,False,False,False,False,8.0,1635.675262451172,-1.622071177013917,False,False,False,True,-5.6030875393707,-11.30364468732351,-1.7682655592466956,False,False,False,True,False,False,False,False
2024-02,26.0,52390.1171875,1.4019840074738101,False,False,False,True,21.587163926301713,44.60543947387778,89.22236817150721,True,False,True,False,True,False,False,False,18.0,2846.6589965820312,1.8521372441409851,False,False,True,False,21.266503148102878,46.30597777506955,64.2843333724615,False,False,True,False,True,False,False,False
2024-03,43.0,66393.9228515625,2.750613679480991,True,False,True,False,26.729861309422187,63.61437201351341,152.15835050105656,True,False,True,False,True,False,True,False,26.0,3535.4403076171875,2.546733016357206,False,False,True,False,24.196129984735528,60.243999469566376,116.14561207700156,False,False,True,False,True,False,True,False
2024-10,19.0,66505.802734375,-0.8393327223969036,False,True,False,False,10.209896773654382,5.986284832056765,0.8405598366080014,False,True,True,False,False,False,False,False,8.0,2548.910217285156,-1.5294655528908214,False,False,False,True,2.003146852053672,-21.872441374461214,-23.05244332223865,False,False,True,False,False,False,False,False
2024-11,48.0,83281.275390625,2.222592750281725,False,False,True,False,25.224073639485933,39.78632696064361,29.821372969596926,True,False,True,False,True,False,False,False,22.0,3080.2721557617188,1.3447549065740172,False,False,True,False,20.84663221455154,10.911209482152827,-9.140012103579764,False,False,True,False,False,False,False,False
